age,account_type,city_tier,tenure_days,account_balance,avg_monthly_spend,avg_txn_amount,avg_txn_per_day,usual_txn_hour,txn_type,txn_amount,txn_hour,txn_day_of_week,is_weekend,amount_to_avg_ratio,balance_drain_pct,hour_anomaly,velocity_24hr,new_txn_type_flag,large_round_amt_flag,days_since_last_txn,prior_fraud_complaint,fraud_type,is_fraud,account_type_enc,txn_type_enc,age_group
29,Savings,2,1634,76393,4759,346,1,13,DEBIT_CARD,279,11,2,0,0.8,0.37,0,2,0,0,0,0,None,0,2,3,26-40
32,Current,3,1696,175854,9898,1274,1,9,NEFT,2653,10,3,0,2.08,1.51,0,2,1,0,1,0,None,0,0,5,26-40
58,Savings,2,1008,90390,26808,1569,3,19,UPI,1139,19,4,0,0.73,1.26,0,1,0,0,0,1,None,0,2,6,41-60
48,Salary,1,155,99908,18523,1631,1,19,UPI,2586,18,1,0,1.58,2.59,0,2,0,0,0,0,None,0,1,6,41-60
63,Savings,2,4832,14673,2933,185,2,8,DEBIT_CARD,362,8,2,0,1.95,2.47,0,1,0,0,1,1,None,0,2,3,60+
43,Savings,3,2423,198570,65897,13285,3,14,CASH_OUT,23778,12,2,0,1.79,11.97,0,1,1,0,7,0,None,0,2,2,41-60
50,Salary,3,1391,16573,4204,691,4,11,DEBIT_CARD,1618,11,4,0,2.34,9.76,0,2,0,0,0,0,None,0,1,3,41-60
61,Savings,3,4353,53201,15899,2250,2,16,IMPS,39492,3,5,1,17.54,74.23,1,6,0,0,2,0,Account_Takeover,1,2,4,60+
61,Savings,1,4091,135592,16780,2110,3,20,CASH_OUT,4162,21,6,1,1.97,3.07,0,3,0,0,7,0,None,0,2,2,60+
51,Savings,3,4860,101732,17285,3031,3,17,UPI,5116,20,5,1,1.69,5.03,0,1,0,0,3,0,None,0,2,6,41-60
23,Savings,3,4706,78550,6104,498,1,14,IMPS,472,14,1,0,0.95,0.6,0,2,0,0,0,0,None,0,2,4,18-25
35,Savings,1,491,22534,4523,512,1,9,UPI,5329,9,4,0,10.39,23.65,0,2,0,0,3,0,Phishing,1,2,6,26-40
59,Salary,3,2181,135435,17729,2539,3,13,IMPS,100158,16,1,0,39.43,73.95,0,1,0,0,2,0,Unauthorized_Transfer,1,1,4,41-60
56,Savings,1,1628,69869,20569,1233,1,18,IMPS,60262,0,4,0,48.83,86.25,1,7,0,0,0,0,Account_Takeover,1,2,4,41-60
32,Savings,2,41,163030,38729,2901,1,17,DEBIT_CARD,2476,14,5,1,0.85,1.52,0,2,0,0,0,0,None,0,2,3,26-40
35,Salary,2,96,88174,19337,2839,3,21,UPI,2101,18,0,0,0.74,2.38,0,1,0,0,0,0,None,0,1,6,26-40
61,Current,3,1259,416134,47589,2957,1,9,DEBIT_CARD,6540,9,0,0,2.21,1.57,0,3,0,0,1,0,None,0,0,3,60+
31,Salary,2,1950,105365,6748,800,2,14,IMPS,1230,13,4,0,1.54,1.17,1,2,0,0,2,0,None,0,1,4,26-40
34,Savings,2,289,28818,3871,258,1,11,IMPS,203,8,6,1,0.78,0.7,0,3,0,0,0,1,None,0,2,4,26-40
20,Savings,1,375,55613,8819,814,1,19,UPI,1145,17,3,0,1.4,2.06,0,1,1,0,3,0,None,0,2,6,18-25
45,Salary,1,1221,284701,31166,3887,1,13,IMPS,216418,2,2,0,50.0,76.02,1,5,1,0,1,0,Account_Takeover,1,1,4,41-60
66,Savings,1,1110,60930,3757,818,2,20,BILL_PAY,1860,18,3,0,2.27,3.05,0,2,0,0,2,0,None,0,2,0,60+
41,Savings,1,2794,209778,13873,1289,1,9,IMPS,149185,0,2,0,50.0,71.12,1,8,1,0,0,0,SIM_Swap,1,2,4,41-60
65,Savings,2,222,37509,3064,347,5,12,UPI,841,10,2,0,2.42,2.24,0,2,0,0,1,0,None,0,2,6,60+
43,Savings,1,1829,259127,54854,3702,2,14,NEFT,217609,9,2,0,50.0,83.98,1,1,1,0,2,0,Unauthorized_Transfer,1,2,5,41-60
56,Savings,3,4256,183233,56476,3664,1,14,UPI,136780,20,3,0,37.32,74.65,0,1,0,0,0,0,Unauthorized_Transfer,1,2,6,41-60
60,Savings,1,4431,16121,810,42,3,10,IMPS,30,10,6,1,0.7,0.19,1,1,0,0,3,0,None,0,2,4,41-60
20,Savings,1,3431,197979,39776,2873,2,10,UPI,4767,7,4,0,1.66,2.41,0,1,0,0,0,0,None,0,2,6,18-25
40,Salary,2,2504,59193,8220,1250,2,21,IMPS,760,21,3,0,0.61,1.28,0,2,0,0,0,0,None,0,1,4,26-40
44,Current,2,1716,6568,1077,125,1,19,IMPS,4394,1,5,1,34.87,66.89,0,7,0,0,2,0,Account_Takeover,1,0,4,41-60
62,Savings,1,1722,162247,39430,5928,4,14,BILL_PAY,3280,11,5,1,0.55,2.02,0,4,1,0,0,0,None,0,2,0,60+
32,Savings,2,4688,167313,42112,4184,1,8,UPI,1862,11,3,0,0.44,1.11,0,2,0,0,1,0,None,0,2,6,26-40
37,Savings,1,56,96794,18684,973,1,17,DEBIT_CARD,1101,16,4,0,1.13,1.14,0,1,0,0,2,0,None,0,2,3,26-40
36,Salary,2,2430,75436,20400,1163,2,14,NEFT,1720,12,3,0,1.48,2.28,0,2,0,0,2,0,None,0,1,5,26-40
43,Salary,1,940,70555,15568,2971,1,10,DEBIT_CARD,10000,2,2,0,3.36,14.17,1,5,1,1,0,0,Card_Skimming,1,1,3,41-60
47,Savings,2,4705,140302,27988,4584,1,8,NEFT,1850,9,2,0,0.4,1.32,0,1,0,0,2,0,None,0,2,5,41-60
43,Savings,3,3874,83850,10412,651,5,13,NEFT,578,10,4,0,0.89,0.69,0,2,0,0,1,0,None,0,2,5,41-60
33,Savings,2,3112,176077,57434,5197,4,19,UPI,8747,22,3,0,1.68,4.97,0,1,0,0,3,0,None,0,2,6,26-40
60,Savings,3,1235,282579,62682,3255,1,17,UPI,33504,16,3,0,10.29,11.86,0,2,0,0,0,0,Phishing,1,2,6,41-60
41,Current,1,137,387037,68808,6518,5,8,NEFT,4852,6,6,1,0.74,1.25,0,1,0,0,1,0,None,0,0,5,41-60
37,Savings,3,4135,151131,52113,8975,1,16,BILL_PAY,14654,15,2,0,1.63,9.7,0,2,0,0,1,0,None,0,2,0,26-40
37,Savings,3,2801,52252,14795,1241,2,20,IMPS,1541,23,3,0,1.24,2.95,0,2,1,0,1,0,None,0,2,4,26-40
54,Savings,2,2325,103264,34023,2123,1,14,IMPS,907,16,6,1,0.43,0.88,0,1,0,0,0,0,None,0,2,4,41-60
42,Savings,1,4843,174741,26792,2878,2,18,BILL_PAY,3194,17,2,0,1.11,1.83,0,3,0,0,0,0,None,0,2,0,41-60
41,Salary,2,3865,115354,8825,1830,2,9,IMPS,3237,8,4,0,1.77,2.81,0,2,0,0,1,0,None,0,1,4,41-60
32,Savings,3,1765,14857,3600,206,5,9,IMPS,231,6,4,0,1.12,1.55,0,2,0,0,1,0,None,0,2,4,26-40
40,Savings,1,244,99851,29347,1744,4,16,UPI,2199,19,4,0,1.26,2.2,0,1,0,0,0,0,None,0,2,6,26-40
36,Savings,1,682,221440,46648,2958,3,20,IMPS,135879,21,2,0,45.92,61.36,0,2,1,0,0,0,Unauthorized_Transfer,1,2,4,26-40
31,Savings,2,2083,56658,7601,431,3,20,UPI,174,22,1,0,0.4,0.31,0,1,0,0,2,0,None,0,2,6,26-40
59,Savings,1,41,107665,21187,2228,1,17,NEFT,3026,21,1,0,1.36,2.81,0,2,0,0,2,0,None,0,2,5,41-60
64,Salary,1,3968,39068,2057,237,2,10,UPI,33396,15,3,0,50.0,85.48,0,1,0,0,1,0,Unauthorized_Transfer,1,1,6,60+
23,Savings,3,2524,82004,26046,1959,3,19,UPI,2485,19,5,1,1.27,3.03,0,1,0,0,1,0,None,0,2,6,18-25
46,Savings,3,1044,51152,2711,253,1,8,DEBIT_CARD,146,9,3,0,0.57,0.29,0,1,1,0,2,0,None,0,2,3,41-60
48,Salary,3,1680,15504,3391,241,3,9,UPI,200,9,3,0,0.83,1.29,0,1,0,0,0,0,None,0,1,6,41-60
47,Savings,3,2230,64685,6609,648,3,10,NEFT,1129,14,6,1,1.74,1.75,0,1,0,0,1,0,None,0,2,5,41-60
38,Salary,3,3184,86292,7992,1534,2,10,DEBIT_CARD,2130,12,3,0,1.39,2.47,0,2,0,0,2,0,None,0,1,3,26-40
29,Salary,1,1517,9343,3058,303,2,19,BILL_PAY,445,18,6,1,1.46,4.76,0,2,0,0,0,0,None,0,1,0,26-40
28,Savings,1,2178,188861,63837,3560,1,12,UPI,6260,14,2,0,1.76,3.31,1,1,0,0,1,0,None,0,2,6,26-40
38,Savings,3,3468,137251,46875,2447,2,20,IMPS,104827,2,0,0,42.82,76.38,1,3,1,0,0,1,Account_Takeover,1,2,4,26-40
28,Savings,2,3837,178598,62419,3207,3,17,UPI,7387,18,4,0,2.3,4.14,0,1,0,0,0,0,None,0,2,6,26-40
49,Current,1,3739,339769,29156,2543,1,16,UPI,3249,20,3,0,1.28,0.96,0,2,0,0,0,0,None,0,0,6,41-60
28,Salary,1,4483,29743,9738,778,2,19,NEFT,808,19,6,1,1.04,2.72,0,2,0,0,0,0,None,0,1,5,26-40
59,Savings,2,2306,48217,12759,1025,1,8,UPI,854,7,3,0,0.83,1.77,0,1,0,0,0,0,None,0,2,6,41-60
55,Savings,2,753,266309,30031,2187,3,10,IMPS,216785,3,4,0,50.0,81.4,1,6,1,0,0,0,Account_Takeover,1,2,4,41-60
46,Savings,3,1285,26525,4595,296,3,12,NEFT,144,14,2,0,0.48,0.54,0,1,0,0,0,0,None,0,2,5,41-60
43,Savings,1,1218,127568,21751,1341,4,18,DEBIT_CARD,1584,20,1,0,1.18,1.24,0,1,0,0,1,0,None,0,2,3,41-60
59,Savings,1,204,190139,15206,857,1,12,NEFT,643,7,0,0,0.75,0.34,0,1,0,0,0,0,None,0,2,5,41-60
42,Savings,1,4530,183925,63876,3311,1,14,NEFT,6448,12,4,0,1.95,3.51,0,1,0,0,3,0,None,0,2,5,41-60
20,Salary,3,4505,164126,41848,5386,1,16,UPI,8582,15,3,0,1.59,5.23,0,1,0,0,3,0,None,0,1,6,18-25
22,Current,3,2945,352022,120049,8604,2,8,UPI,15569,7,0,0,1.81,4.42,0,3,0,0,1,0,None,0,0,6,18-25
46,Savings,1,2915,39983,10764,1681,3,19,CASH_OUT,1421,18,6,1,0.84,3.55,0,1,0,0,7,0,None,0,2,2,41-60
53,Savings,2,4328,105435,20312,1783,4,10,UPI,4104,10,6,1,2.3,3.89,0,3,0,0,0,0,None,0,2,6,41-60
33,Savings,1,4152,172708,30003,6726,1,16,BILL_PAY,8761,18,6,1,1.3,5.07,0,3,0,0,14,0,None,0,2,0,26-40
29,Salary,1,3993,152864,38754,2796,1,16,BILL_PAY,3839,17,6,1,1.37,2.51,0,1,0,0,3,1,None,0,1,0,26-40
56,Savings,2,995,7982,1355,67,2,20,UPI,84,20,4,0,1.24,1.05,0,1,0,0,1,0,None,0,2,6,41-60
50,Salary,2,213,113758,17580,1796,1,11,IMPS,3388,10,5,1,1.89,2.98,0,4,0,0,3,0,None,0,1,4,41-60
20,Salary,1,3814,193959,16955,3501,3,9,IMPS,3157,8,3,0,0.9,1.63,0,1,0,0,0,0,None,0,1,4,18-25
39,Savings,1,4815,57157,18205,919,3,11,CASH_OUT,1152,11,5,1,1.25,2.02,0,2,0,0,1,0,None,0,2,2,26-40
64,Savings,3,1832,52727,5284,937,3,21,CASH_OUT,1932,17,5,1,2.06,3.66,0,2,0,0,0,0,None,0,2,2,60+
37,Current,1,387,109034,34814,2207,1,11,NEFT,3592,11,1,0,1.63,3.29,0,3,0,0,7,0,None,0,0,5,26-40
59,Savings,2,634,83246,6300,458,2,10,UPI,52670,11,3,0,50.0,63.27,0,1,1,0,0,1,Unauthorized_Transfer,1,2,6,41-60
36,Salary,3,947,217798,12488,671,2,12,CASH_OUT,10000,22,1,0,14.88,4.59,1,3,0,1,0,0,Card_Skimming,1,1,2,26-40
35,Salary,2,4127,180820,58460,4825,4,20,IMPS,5931,19,3,0,1.23,3.28,0,3,0,0,14,0,None,0,1,4,26-40
60,Savings,1,4111,156872,32004,2841,1,18,CASH_IN,3157,19,0,0,1.11,2.01,0,2,0,0,2,0,None,0,2,1,41-60
68,Salary,1,731,31238,4131,252,1,12,CASH_OUT,252,11,5,1,1.0,0.81,0,1,1,0,2,0,None,0,1,2,60+
34,Current,1,527,135469,23065,1441,1,19,IMPS,2038,18,6,1,1.41,1.5,0,1,1,0,0,0,None,0,0,4,26-40
47,Savings,1,231,17016,945,92,1,20,IMPS,46,22,5,1,0.49,0.27,0,1,1,0,2,0,None,0,2,4,41-60
44,Savings,1,792,103837,12415,852,5,21,UPI,267,23,4,0,0.31,0.26,0,1,0,0,0,0,None,0,2,6,41-60
43,Salary,2,3385,181926,23321,1536,2,14,DEBIT_CARD,655,14,1,0,0.43,0.36,0,1,0,0,0,0,None,0,1,3,41-60
37,Salary,2,2637,146057,20526,1973,2,19,CASH_OUT,2362,18,1,0,1.2,1.62,1,1,0,0,1,0,None,0,1,2,26-40
58,Savings,2,3965,127436,8746,720,2,20,IMPS,108617,17,3,0,50.0,85.23,0,3,0,0,0,0,Unauthorized_Transfer,1,2,4,41-60
65,Salary,3,620,183694,57779,7132,3,20,UPI,8922,18,3,0,1.25,4.86,0,1,0,0,2,0,None,0,1,6,60+
38,Current,1,1410,65365,19795,1999,2,20,IMPS,4682,20,0,0,2.34,7.16,0,1,0,0,0,0,None,0,0,4,26-40
50,Savings,2,1890,68816,12555,1151,4,14,UPI,787,11,5,1,0.68,1.14,0,2,1,0,0,1,None,0,2,6,41-60
58,Current,1,4827,159071,46277,3529,2,8,CASH_OUT,8554,6,3,0,2.42,5.38,0,1,0,0,3,0,None,0,0,2,41-60
37,Salary,1,1677,45993,3182,160,2,21,UPI,235,19,6,1,1.46,0.51,0,2,0,0,2,0,None,0,1,6,26-40
39,Savings,3,1400,25883,6483,752,3,16,UPI,1156,16,2,0,1.54,4.47,0,1,0,0,0,0,None,0,2,6,26-40
23,Salary,1,1361,145154,40667,3367,2,11,UPI,6881,9,2,0,2.04,4.74,0,3,1,0,2,0,None,0,1,6,18-25
53,Current,2,4565,283099,47593,2635,2,16,UPI,235318,17,4,0,50.0,83.12,0,3,0,0,0,0,Unauthorized_Transfer,1,0,6,41-60
28,Savings,3,1710,78351,8508,1201,1,15,IMPS,1160,13,5,1,0.97,1.48,0,3,0,0,0,0,None,0,2,4,26-40
52,Savings,2,431,145552,38534,8708,1,10,UPI,8697,9,6,1,1.0,5.98,0,1,0,0,7,0,None,0,2,6,41-60
40,Savings,1,4655,5061,590,34,4,18,UPI,28,17,6,1,0.8,0.55,0,2,0,0,0,0,None,0,2,6,26-40
46,Salary,1,3742,129109,7435,1015,1,21,CASH_OUT,1937,21,1,0,1.91,1.5,0,1,1,0,0,0,None,0,1,2,41-60
49,Savings,3,174,243528,81312,16009,1,9,UPI,73992,9,3,0,4.62,30.38,1,1,1,0,0,0,Phishing,1,2,6,41-60
60,Current,3,2160,488880,149272,8114,4,21,UPI,9599,21,4,0,1.18,1.96,0,2,0,0,0,0,None,0,0,6,41-60
39,Salary,2,1081,14486,2385,251,1,16,UPI,7651,15,5,1,30.36,52.81,0,2,0,0,2,0,Unauthorized_Transfer,1,1,6,26-40
62,Savings,1,407,155284,8403,766,2,16,IMPS,123988,12,3,0,50.0,79.85,0,2,1,0,2,0,Unauthorized_Transfer,1,2,4,60+
65,Current,1,3838,100140,30376,3387,3,11,UPI,3555,9,0,0,1.05,3.55,0,1,0,0,7,0,None,0,0,6,60+
30,Savings,2,3637,44858,15291,1190,3,20,UPI,649,20,0,0,0.54,1.45,0,2,0,0,1,0,None,0,2,6,26-40
46,Savings,3,3068,155232,46123,5230,2,15,IMPS,8043,13,2,0,1.54,5.18,0,3,0,0,14,0,None,0,2,4,41-60
47,Savings,1,2303,172141,38873,2751,1,19,UPI,5580,18,4,0,2.03,3.24,0,1,1,0,0,0,None,0,2,6,41-60
64,Salary,3,2163,36717,6983,359,2,15,IMPS,270,17,0,0,0.75,0.74,1,2,1,0,0,0,None,0,1,4,60+
29,Current,1,2213,421815,117073,12730,3,16,UPI,10357,14,5,1,0.81,2.46,0,2,1,0,0,0,None,0,0,6,26-40
62,Salary,2,436,254444,88543,10444,2,11,NEFT,227618,13,4,0,21.79,89.46,0,1,0,0,0,0,Unauthorized_Transfer,1,1,5,60+
57,Savings,1,4079,58752,9285,587,1,15,IMPS,44548,1,1,0,50.0,75.82,1,5,1,0,0,0,SIM_Swap,1,2,4,41-60
67,Salary,2,1305,165407,42729,7165,2,12,UPI,7795,11,6,1,1.09,4.71,0,1,0,0,2,0,None,0,1,6,60+
63,Salary,2,4519,232670,48299,3043,1,19,UPI,11127,16,6,1,3.66,4.78,0,1,0,0,0,0,Phishing,1,1,6,60+
34,Current,1,2832,278790,81221,6253,4,13,IMPS,13506,14,2,0,2.16,4.84,0,2,0,0,0,0,None,0,0,4,26-40
59,Savings,1,996,57348,9754,654,4,10,NEFT,1263,6,3,0,1.93,2.2,0,1,0,0,0,0,None,0,2,5,41-60
57,Savings,3,773,72001,24791,1525,1,13,IMPS,1866,12,2,0,1.22,2.59,0,3,0,0,1,0,None,0,2,4,41-60
39,Savings,2,4402,184887,23683,2195,3,18,DEBIT_CARD,50000,0,4,0,22.77,27.04,1,5,0,1,1,0,Card_Skimming,1,2,3,26-40
59,Savings,1,1541,178329,42996,2861,1,12,IMPS,136008,22,4,0,47.52,76.27,1,5,1,0,1,1,Account_Takeover,1,2,4,41-60
26,Savings,2,1256,174300,30921,1609,1,9,UPI,3153,6,5,1,1.96,1.81,0,3,0,0,0,0,None,0,2,6,26-40
64,Salary,2,4305,59623,3393,386,4,13,BILL_PAY,199,16,3,0,0.51,0.33,0,4,0,0,1,0,None,0,1,0,60+
40,Savings,2,1838,7293,1233,144,1,21,UPI,289,21,1,0,1.99,3.96,0,2,1,0,2,0,None,0,2,6,26-40
51,Savings,1,397,191560,30463,1546,1,21,UPI,2416,18,1,0,1.56,1.26,0,2,0,0,0,0,None,0,2,6,41-60
41,Savings,1,4436,179159,28970,1698,1,9,UPI,516,11,6,1,0.3,0.29,0,2,0,0,0,0,None,0,2,6,41-60
30,Savings,3,1288,181504,25701,2794,4,11,IMPS,2192,8,1,0,0.78,1.21,0,3,0,0,3,0,None,0,2,4,26-40
44,Savings,1,990,114873,16406,1641,4,12,NEFT,3014,12,1,0,1.84,2.62,0,1,0,0,1,0,None,0,2,5,41-60
56,Savings,2,1220,152293,9216,935,1,19,UPI,2221,19,2,0,2.37,1.46,0,4,0,0,0,0,None,0,2,6,41-60
25,Savings,1,2305,11331,2998,307,2,20,UPI,573,18,5,1,1.86,5.06,0,2,0,0,1,0,None,0,2,6,18-25
67,Savings,3,1655,71755,16593,1004,2,11,CASH_OUT,1065,12,4,0,1.06,1.48,0,1,0,0,0,0,None,0,2,2,60+
25,Current,2,1006,190758,61987,4791,2,11,IMPS,3581,10,6,1,0.75,1.88,0,2,0,0,3,0,None,0,0,4,18-25
24,Salary,1,871,198604,16846,1239,3,21,UPI,2802,18,4,0,2.26,1.41,0,4,0,0,1,0,None,0,1,6,18-25
50,Salary,1,197,182489,52077,5790,2,9,UPI,3244,9,1,0,0.56,1.78,0,3,0,0,0,0,None,0,1,6,41-60
23,Savings,1,856,23930,6345,388,2,18,IMPS,414,19,6,1,1.06,1.73,0,1,0,0,2,0,None,0,2,4,18-25
49,Salary,1,2043,234882,82192,4325,2,20,IMPS,165094,2,1,0,38.16,70.29,1,6,1,0,3,0,SIM_Swap,1,1,4,41-60
23,Salary,2,2417,26212,6949,364,2,18,IMPS,709,19,2,0,1.94,2.7,0,4,0,0,0,0,None,0,1,4,18-25
59,Savings,2,3371,176283,41278,8681,2,15,UPI,10444,14,6,1,1.2,5.92,0,1,0,0,0,0,None,0,2,6,41-60
51,Current,3,3161,150600,11087,644,1,10,NEFT,62456,17,4,0,50.0,41.47,1,3,0,0,1,0,Unauthorized_Transfer,1,0,5,41-60
57,Savings,2,141,214564,50729,9805,2,10,NEFT,137130,12,6,1,13.98,63.91,0,1,0,0,0,0,Unauthorized_Transfer,1,2,5,41-60
56,Savings,2,4326,94007,31061,7501,2,20,UPI,7838,22,0,0,1.04,8.34,0,1,0,0,2,0,None,0,2,6,41-60
51,Savings,3,1805,66830,6002,638,2,17,UPI,909,20,5,1,1.42,1.36,0,4,0,0,1,0,None,0,2,6,41-60
65,Current,3,854,113457,25591,1678,2,15,NEFT,2405,15,4,0,1.43,2.12,0,1,0,0,1,0,None,0,0,5,60+
18,Salary,2,3730,186301,47732,8300,1,15,UPI,13835,15,0,0,1.67,7.43,0,2,0,0,3,0,None,0,1,6,18-25
64,Salary,3,3043,68897,14961,1663,3,21,CASH_OUT,3500,20,0,0,2.1,5.08,0,1,0,0,0,0,None,0,1,2,60+
27,Savings,3,1657,33820,3034,179,5,11,NEFT,301,9,3,0,1.67,0.89,0,1,0,0,1,0,None,0,2,5,26-40
50,Salary,2,2363,54958,16114,3849,1,10,UPI,7546,9,2,0,1.96,13.73,0,1,0,0,1,0,None,0,1,6,41-60
42,Savings,1,2943,52459,6184,366,2,19,UPI,43052,22,3,0,50.0,82.07,0,2,0,0,1,0,Unauthorized_Transfer,1,2,6,41-60
33,Savings,2,2752,20058,2425,170,1,8,NEFT,245,7,5,1,1.43,1.22,0,1,0,0,2,0,None,0,2,5,26-40
39,Salary,1,4562,112527,26278,2169,1,13,BILL_PAY,3279,11,4,0,1.51,2.91,0,1,0,0,7,0,None,0,1,0,26-40
40,Savings,1,4724,10660,2737,317,5,15,IMPS,721,15,4,0,2.27,6.76,0,1,1,0,2,0,None,0,2,4,26-40
62,Savings,2,4064,41919,2161,329,3,20,UPI,379,16,4,0,1.15,0.9,0,1,0,0,1,0,None,0,2,6,60+
27,Savings,3,3495,174336,32408,5863,1,18,BILL_PAY,5592,20,0,0,0.95,3.21,0,2,0,0,1,0,None,0,2,0,26-40
46,Savings,2,1060,51107,9378,865,5,19,UPI,937,16,4,0,1.08,1.83,0,3,0,0,2,0,None,0,2,6,41-60
57,Salary,2,2318,27638,7132,978,3,13,DEBIT_CARD,1972,9,3,0,2.01,7.13,0,2,0,0,1,0,None,0,1,3,41-60
59,Salary,2,1772,53185,8292,532,1,17,UPI,1057,15,0,0,1.98,1.99,0,1,0,0,0,0,None,0,1,6,41-60
68,Savings,1,4165,161744,30415,2362,1,15,DEBIT_CARD,2624,14,5,1,1.11,1.62,0,2,0,0,1,0,None,0,2,3,60+
34,Current,1,2294,195241,58296,12445,3,11,UPI,13691,8,1,0,1.1,7.01,0,1,0,0,7,0,None,0,0,6,26-40
42,Salary,2,2572,140800,9501,1393,2,15,IMPS,1256,17,6,1,0.9,0.89,0,1,0,0,1,0,None,0,1,4,41-60
33,Savings,3,1109,180698,13251,2222,1,16,NEFT,1576,13,4,0,0.71,0.87,0,3,1,0,3,0,None,0,2,5,26-40
68,Savings,1,4449,103507,23894,2009,4,8,BILL_PAY,2109,11,1,0,1.05,2.04,0,1,0,0,1,0,None,0,2,0,60+
43,Savings,1,4228,90978,9875,664,2,12,UPI,500,13,4,0,0.75,0.55,0,2,0,0,1,0,None,0,2,6,41-60
57,Savings,2,2514,78234,22244,1165,2,14,UPI,2682,13,1,0,2.3,3.43,0,1,0,0,1,0,None,0,2,6,41-60
34,Savings,1,607,150788,37483,4385,1,18,DEBIT_CARD,1612,20,6,1,0.37,1.07,0,1,0,0,3,0,None,0,2,3,26-40
22,Savings,2,2965,30424,4763,510,3,20,UPI,1017,18,6,1,1.99,3.34,0,2,0,0,2,0,None,0,2,6,18-25
46,Savings,2,1430,113442,18722,1882,1,12,NEFT,58875,21,6,1,31.27,51.9,1,1,1,0,0,1,Unauthorized_Transfer,1,2,5,41-60
68,Current,3,2149,346559,65478,5014,4,18,UPI,6815,22,0,0,1.36,1.97,0,4,0,0,0,0,None,0,0,6,60+
59,Savings,1,2997,31642,6129,478,2,10,UPI,558,7,6,1,1.16,1.76,0,1,0,0,0,0,None,0,2,6,41-60
58,Savings,2,3247,79827,17430,2574,4,14,CASH_OUT,4366,14,4,0,1.7,5.47,0,2,0,0,0,0,None,0,2,2,41-60
28,Salary,1,1128,135774,21370,1208,3,11,IMPS,2440,8,1,0,2.02,1.8,0,2,0,0,2,0,None,0,1,4,26-40
64,Current,1,1621,192886,11333,606,2,13,IMPS,1185,12,3,0,1.95,0.61,0,1,0,0,0,0,None,0,0,4,60+
51,Salary,3,3223,161238,23114,4559,1,13,DEBIT_CARD,8883,10,0,0,1.95,5.51,0,1,0,0,2,0,None,0,1,3,41-60
39,Savings,1,3492,120337,12341,856,1,12,NEFT,102100,23,0,0,50.0,84.84,0,6,1,0,0,0,Account_Takeover,1,2,5,26-40
44,Salary,2,4419,128163,14435,1314,1,11,UPI,1444,10,0,0,1.1,1.13,0,1,1,0,0,0,None,0,1,6,41-60
49,Savings,1,4358,156811,43187,6290,1,12,DEBIT_CARD,5000,2,4,0,0.79,3.19,1,4,1,1,0,0,Card_Skimming,1,2,3,41-60
57,Savings,3,3028,136167,14406,2696,1,19,UPI,17531,18,6,1,6.5,12.87,0,2,0,0,0,0,Phishing,1,2,6,41-60
47,Savings,1,2756,194959,56693,6654,1,11,UPI,15883,11,6,1,2.39,8.15,0,1,0,0,7,0,None,0,2,6,41-60
18,Savings,3,1608,28293,3073,436,4,10,IMPS,352,11,6,1,0.81,1.24,0,1,1,0,0,0,None,0,2,4,18-25
25,Current,3,3535,341337,100565,6387,2,10,UPI,2357,11,0,0,0.37,0.69,0,2,0,0,7,0,None,0,0,6,18-25
64,Savings,2,878,184958,19101,4381,1,15,NEFT,147015,1,1,0,33.55,79.49,1,7,1,0,0,0,Account_Takeover,1,2,5,60+
59,Current,1,1090,128604,14538,1210,1,17,IMPS,2748,21,5,1,2.27,2.14,0,1,0,0,0,1,None,0,0,4,41-60
22,Salary,2,2973,186578,25571,1463,1,17,UPI,517,17,0,0,0.35,0.28,0,1,0,0,0,0,None,0,1,6,18-25
19,Current,3,119,362428,122042,20472,1,12,CASH_OUT,25462,8,5,1,1.24,7.03,0,3,1,0,2,0,None,0,0,2,18-25
35,Current,3,2954,381639,124339,7461,4,16,CASH_OUT,7614,16,6,1,1.02,2.0,0,1,0,0,1,0,None,0,0,2,26-40
19,Current,2,1104,455856,105804,15203,3,9,UPI,16014,8,1,0,1.05,3.51,0,1,1,0,1,0,None,0,0,6,18-25
54,Current,3,4440,341123,61218,4359,1,21,UPI,3967,15,6,1,0.91,1.16,1,2,0,0,3,0,None,0,0,6,41-60
32,Savings,2,1165,106423,34956,3596,2,11,BILL_PAY,3703,12,3,0,1.03,3.48,0,1,0,0,0,0,None,0,2,0,26-40
27,Salary,1,2449,92225,28740,5049,1,21,BILL_PAY,8287,23,5,1,1.64,8.99,1,1,0,0,0,0,None,0,1,0,26-40
61,Savings,3,76,27383,3250,248,2,10,UPI,3688,12,0,0,14.81,13.47,0,1,0,0,1,0,Phishing,1,2,6,60+
59,Salary,1,3039,48323,12554,1357,3,11,CASH_OUT,1050,11,3,0,0.77,2.17,0,3,1,0,7,0,None,0,1,2,41-60
20,Savings,2,804,29294,5318,424,1,10,IMPS,309,9,6,1,0.73,1.05,0,1,0,0,2,0,None,0,2,4,18-25
32,Current,2,3090,307845,19785,4228,1,18,NEFT,10195,17,6,1,2.41,3.31,0,3,0,0,2,0,None,0,0,5,26-40
26,Savings,2,2909,105521,27754,1860,2,12,UPI,1309,9,5,1,0.7,1.24,1,1,0,0,1,0,None,0,2,6,26-40
52,Salary,1,2081,76663,9406,1950,2,18,UPI,1490,19,6,1,0.76,1.94,0,1,0,0,0,0,None,0,1,6,41-60
